cg16527057	cg26430382	cg10907257	cg08344181	cg01620082	cg08524190	cg21438527	cg02824029	cg26129669	cg08093277	cg16994534	cg00433866	cg17977304	cg13682912	cg16118803	cg05279622	cg17745803	cg18488651	cg03147503	cg01644592	cg23019585	cg02475474	cg20704602	cg21356040	cg20198768	cg24444631	cg01558785	cg11358777	cg06061002	cg12833048	cg00539542	cg12463578	cg10174063	cg26021304	cg25978138	cg15708526	cg11747594	cg04071440	cg08022281	cg10648573	cg12644888	cg22494932	cg25699073	cg07134666	cg00588198	cg06032337	cg16885113	cg20228636	cg11383134	cg03198009	cg03449857	cg15570656	cg13835168	cg08041448	cg24100841	cg19636627	cg05863862	cg06458771	cg16655343	cg24177217	cg15180617	cg27230769	cg03432955	cg00126638	cg03521696	cg15411272	cg26502127	cg16690356	cg04983903	cg13207333	cg11867546	cg12976581	cg24694606	cg13919341	cg03228974	cg04906656	cg14747086	cg19178742	cg23003315	cg23642250	cg22377040	cg13196879	cg19382642	cg00354641	cg27123071	cg13436843	cg09735274	cg03403996	cg11100081	cg06657028	cg08116408	cg05074385	cg24064041	cg18200389	cg10985055	cg20802826	cg07979747	cg15848685	cg15992932	cg26672776	cg13561028	cg15063443	cg04559908	cg16519217	cg07613268	cg03081173	cg13212186	cg13502540	cg23634079	cg24009529	cg05525649	cg08293075	cg06431527	cg03280235	cg21386484	cg19555708	cg06194738	cg19321684	cg00442389	cg00366603	cg21241195	cg13966843	cg12771187	cg03724238	cg06606381	cg08083251	cg26800551	cg01255021	cg00624589	cg06099246	cg25791868	cg02839351	cg02753903	cg24377285	cg22379212	cg01017090	cg25652859	cg12321149	cg06065549	cg07105596	cg26534489	cg14564778	cg01817393	cg04257105	cg20528838	cg27661264	cg19589727	cg10302550	cg17414107	cg00943909	cg19640589	geno
0.558255111	0.0375957	0.853623483	0.692859604	0.836849158	0.866868097	0.06173662	0.314712462	0.50945162	0.560644276	0.73085996	0.732637814	0.56785653	0.804125659	0.436698152	0.271833581	0.818022446	0.371700284	0.573445616	0.711777669	0.394213155	0.820220343	0.640568634	0.867886791	0.68198347	0.746217336	0.800648717	0.874929162	0.625007311	0.703334523	0.8579973	0.521045944	0.20819705	0.127916209	0.871785163	0.830450755	0.799507284	0.831036858	0.705042195	0.819947711	0.756594631	0.917601074	0.855605631	0.8291656	0.711653783	0.492306243	0.840212934	0.774004066	0.836889566	0.741699396	0.75276339	0.766930032	0.644680156	0.720381081	0.740402154	0.838754422	0.874844934	0.745275781	0.45278212	0.74996656	0.878912617	0.567033247	0.485625667	0.404031112	0.184466612	0.412309732	0.08999363	0.85608113	0.334003957	0.144728032	0.071649104	0.094544934	0.82724542	0.698622572	0.338586679	0.087116974	0.22220572	0.258107273	0.223622568	0.088232409	0.062764556	0.097763281	0.097940975	0.119005601	0.116874064	0.134243903	0.112357988	0.817160493	0.483657181	0.577489974	0.429074969	0.838930132	0.575459876	0.667674223	0.823798627	0.627530976	0.82671802	0.442532848	0.417522569	0.458809104	0.368457065	0.809556077	0.773307989	0.665910681	0.711996333	0.838285655	0.776815727	0.684428436	0.836794113	0.021017805	0.635250234	0.589345904	0.30390365	0.692828779	0.430474819	0.582363138	0.616041192	0.354715935	0.148525597	0.503167344	0.887735634	0.878254324	0.770411763	0.697658402	0.890776685	0.58801632	0.82400694	0.726140145	0.853362865	0.686769771	0.814925114	0.642649212	0.629930644	0.545038388	0.79220386	0.403276629	0.269348266	0.29852435	0.355282577	0.214919563	0.390416254	0.346768825	0.255785772	0.305514255	0.214520552	0.264618937	0.27041285	0.363720962	0.384878819	0.409234983	0.416596916	0
0.580670025	0.028100006	0.835942645	0.728632343	0.831149746	0.868461671	0.080538504	0.403235178	0.506771366	0.502412026	0.73550232	0.771787387	0.419976119	0.816299312	0.463286765	0.400145627	0.811829697	0.442482459	0.590261306	0.762593709	0.441712151	0.812260994	0.648154231	0.850471026	0.658569187	0.715241102	0.814633455	0.863282562	0.639765113	0.699704206	0.829097164	0.543173228	0.258402435	0.188266877	0.896366036	0.796995809	0.848944169	0.799376444	0.684678056	0.801466048	0.751080669	0.947578252	0.853015653	0.93048474	0.771369459	0.502438183	0.856688435	0.804619364	0.908743582	0.722675009	0.811560861	0.759523286	0.631067521	0.65987925	0.715980958	0.836320113	0.849316045	0.77474092	0.761058135	0.762091217	0.872833892	0.161091181	0.442254844	0.352671633	0.125120171	0.193810324	0.114119559	0.834497464	0.325113408	0.180018458	0.091094739	0.134976992	0.83031403	0.718789099	0.388240272	0.11731977	0.242755998	0.198398754	0.189264068	0.104936523	0.073858498	0.102355648	0.111298721	0.196113745	0.165743297	0.212893396	0.151620409	0.809461728	0.485905644	0.731708146	0.540087276	0.87501419	0.560328983	0.67359483	0.808754895	0.62786035	0.878550632	0.393419166	0.569032389	0.656491341	0.539808664	0.748119975	0.758197532	0.648555217	0.686191102	0.852245157	0.798759236	0.726174886	0.828768451	0.011034367	0.604225769	0.522231598	0.391295315	0.697650762	0.599572529	0.561467738	0.612670089	0.513345941	0.242486173	0.528637407	0.911713667	0.895213999	0.760772191	0.720711305	0.887679008	0.590327399	0.840486409	0.587212145	0.784814937	0.582659562	0.820539368	0.624765847	0.522402765	0.461689897	0.799909564	0.390419267	0.299700548	0.351351786	0.377062379	0.287433521	0.391373461	0.348916807	0.293077854	0.338230552	0.270114173	0.29407936	0.293113857	0.3938515	0.415299733	0.398987765	0.430264749	0
0.55454565	0.01233575	0.880748729	0.655435211	0.818479628	0.876953414	0.057443585	0.305073559	0.499225292	0.510050225	0.73945286	0.774549362	0.559682008	0.839997549	0.422771142	0.350406725	0.818487596	0.377882043	0.566656734	0.746069094	0.376318134	0.799759597	0.626930681	0.865710874	0.627155652	0.768140442	0.797426307	0.862613844	0.613669233	0.734900819	0.853108952	0.544716301	0.184619491	0.131083067	0.902841129	0.780857373	0.845227969	0.821769635	0.718464005	0.831524273	0.726294335	0.930169811	0.858856838	0.946939913	0.797400528	0.741937501	0.87949308	0.839496987	0.902623862	0.765524392	0.837930485	0.804958322	0.714815338	0.700128881	0.77780116	0.834376268	0.858450409	0.753532712	0.614680263	0.762103342	0.889085893	0.166210331	0.46996214	0.363979683	0.144643165	0.242375102	0.101941759	0.841535121	0.320360473	0.164780477	0.082850838	0.073303381	0.848000947	0.690448826	0.361982278	0.082455017	0.116348024	0.143330261	0.122048658	0.102004468	0.089425607	0.121881169	0.122870658	0.187326923	0.144596286	0.18147176	0.1529971	0.844872674	0.458989918	0.575121334	0.451421154	0.917803843	0.557100968	0.624233284	0.8385076	0.643795749	0.860424395	0.333494109	0.546080652	0.653928115	0.560138857	0.748368399	0.770126658	0.679081767	0.742824015	0.827481229	0.780430356	0.678343889	0.844080905	0.021488642	0.573164655	0.567670236	0.329516372	0.761601275	0.467030398	0.566959172	0.606578663	0.441541268	0.173804464	0.829436578	0.898968868	0.896139894	0.790258845	0.662318604	0.879024514	0.62910492	0.828231445	0.689421281	0.883709575	0.610988325	0.822340919	0.619627333	0.513904607	0.460344458	0.778257266	0.426043055	0.35463284	0.341304445	0.398282702	0.325450403	0.401213803	0.378055523	0.303453865	0.377258931	0.24761003	0.318135648	0.317097616	0.394370932	0.42259593	0.393033441	0.454453449	0
0.578698684	0.019219975	0.847794615	0.747801213	0.840244379	0.855772004	0.061410248	0.481034372	0.516200694	0.49626365	0.80266372	0.80567362	0.544880107	0.831493784	0.634240941	0.556192805	0.851130132	0.625945629	0.720328796	0.802573083	0.5959111	0.812269503	0.75280604	0.871615432	0.791867738	0.820039875	0.824241389	0.859744299	0.696255486	0.712908319	0.813820307	0.38722435	0.129748697	0.497764988	0.631780137	0.473829858	0.417844185	0.467088188	0.367814498	0.50095978	0.534449821	0.543955579	0.616654793	0.379637542	0.412555963	0.473381049	0.424702929	0.433367294	0.371308758	0.36637285	0.392805252	0.359360674	0.340730888	0.455896998	0.477928687	0.560214274	0.878673532	0.458400049	0.56261538	0.764876305	0.886263614	0.606168593	0.443898673	0.355278459	0.134224137	0.465562558	0.11249902	0.640992252	0.370367964	0.188021429	0.078959289	0.111107043	0.853280132	0.673713733	0.446376964	0.091588494	0.215098438	0.269857897	0.213279255	0.083552934	0.070418085	0.113622739	0.151690541	0.224300538	0.152766964	0.191193992	0.131983838	0.814347417	0.499164958	0.705894717	0.513901385	0.844339183	0.547033991	0.701482542	0.821865712	0.711484404	0.864581112	0.493579351	0.515016044	0.473358471	0.407471934	0.800594819	0.762144104	0.670132709	0.675913755	0.864588727	0.790353761	0.703689839	0.834883844	0.013534642	0.630782742	0.56464938	0.32079749	0.652037429	0.480319362	0.535796641	0.550175954	0.420156569	0.228777336	0.51960871	0.870930758	0.866959567	0.819536447	0.702568833	0.871961283	0.418600326	0.800309591	0.736529266	0.903761469	0.628688257	0.820462983	0.640272385	0.656871638	0.526693651	0.794371655	0.372059581	0.304279039	0.306347148	0.392337236	0.22971952	0.392212581	0.316745899	0.193835055	0.342135133	0.193094424	0.257012929	0.274248215	0.359293806	0.376660999	0.372451299	0.405132801	0.999
0.575565802	0.014836592	0.867976934	0.702834035	0.84529461	0.878037565	0.069292324	0.390173381	0.44550377	0.519583032	0.717157754	0.746882961	0.474601453	0.808090916	0.418681389	0.334174387	0.81171533	0.3202531	0.546555257	0.700892249	0.404391497	0.797446648	0.62098107	0.849137099	0.56470817	0.762157538	0.797986723	0.858078165	0.606496656	0.730157565	0.865303915	0.540832581	0.16190346	0.122621189	0.864037866	0.800021662	0.796606273	0.82047085	0.764859233	0.830140673	0.732742553	0.943392113	0.870118149	0.924052626	0.690676273	0.535709735	0.904543184	0.793257068	0.938728953	0.740423845	0.828965124	0.802033639	0.631271256	0.693134304	0.708492386	0.82232993	0.873625782	0.756455032	0.071372483	0.716313606	0.832290934	0.953995858	0.317206032	0.201174053	0.08785796	0.460923958	0.11094849	0.855748962	0.229657678	0.120932906	0.059117234	0.062928741	0.871636206	0.69330062	0.394853286	0.080176716	0.114065893	0.15602064	0.120046707	0.09966281	0.100208338	0.144447811	0.121358306	0.177718211	0.153756926	0.225307961	0.203782162	0.06320534	0.48697937	0.638582339	0.451794329	0.899347869	0.583994905	0.625022344	0.843665932	0.558419218	0.805010114	0.383515969	0.377299406	0.438947496	0.339739716	0.759403942	0.736130305	0.663202174	0.656985211	0.879697544	0.792965524	0.728002878	0.842154618	0.007426962	0.559831688	0.54610133	0.330104095	0.707089718	0.432375468	0.570421343	0.601971967	0.349965321	0.132648392	0.842675453	0.904373131	0.890446646	0.809381108	0.703117454	0.887496581	0.643889929	0.848556419	0.667150525	0.907796949	0.616302351	0.827683841	0.601880496	0.624132595	0.486783662	0.833928214	0.420685405	0.332814948	0.339468978	0.404322357	0.398614191	0.407040843	0.376325109	0.348546459	0.407686717	0.261159378	0.329482497	0.340330844	0.449617361	0.454922894	0.414006022	0.489731399	0
0.607282223	0.015567211	0.856488959	0.736949811	0.829042936	0.887516318	0.054607056	0.386359437	0.511910996	0.562790059	0.694943944	0.788573203	0.430879382	0.811378799	0.498791933	0.441395308	0.80294793	0.266828911	0.441646333	0.684832801	0.421250107	0.799750266	0.619311188	0.856392026	0.483246233	0.67038059	0.799946839	0.866197478	0.57872068	0.699770329	0.832057456	0.533546809	0.21890476	0.158034557	0.867733762	0.819567227	0.784130681	0.830618175	0.695424303	0.78346544	0.716966455	0.954182018	0.845390779	0.922228702	0.764874421	0.072942021	0.875253084	0.816367675	0.948523753	0.70719157	0.809538543	0.768413144	0.642162649	0.555771326	0.560843804	0.813413165	0.835828967	0.748058258	0.075538105	0.768947938	0.875724488	0.962051062	0.426364713	0.347541963	0.116465154	0.253626773	0.142309856	0.828007762	0.324363169	0.127633803	0.05111331	0.066775095	0.85149683	0.668263317	0.215683189	0.078904362	0.212913501	0.222769628	0.192001222	0.100463519	0.071746313	0.113281824	0.089811334	0.121651244	0.11228267	0.102069835	0.124515896	0.05117666	0.31475034	0.639447795	0.498531231	0.848119202	0.576391338	0.629422166	0.787780397	0.605584149	0.86978845	0.420106766	0.480641056	0.684374544	0.584417401	0.75679648	0.763653707	0.630165166	0.739370414	0.863804593	0.799013426	0.738935621	0.823554802	0.01558521	0.592792243	0.572264691	0.329290228	0.724397877	0.431313815	0.549277353	0.574096202	0.356079762	0.140679824	0.858828812	0.906909967	0.910162894	0.775507999	0.699293213	0.883630653	0.288973281	0.831245644	0.561261382	0.937491692	0.614245785	0.833308396	0.660365971	0.561792356	0.540152846	0.788371075	0.440827905	0.303334443	0.363780139	0.392494143	0.348128089	0.420612884	0.318688808	0.341042971	0.420831885	0.19178099	0.324167921	0.312362616	0.420634831	0.434387918	0.448312297	0.464433804	0
0.552209602	0.013884237	0.873306775	0.652086228	0.814149427	0.877952195	0.048732917	0.41287708	0.343154458	0.450636929	0.710868997	0.771466825	0.599789443	0.83229634	0.584843784	0.482893166	0.826528644	0.502890511	0.590705654	0.744114857	0.498168702	0.80525493	0.71567089	0.865950192	0.672513074	0.716617224	0.815834281	0.91039869	0.661088855	0.768547182	0.832199167	0.367836092	0.125720867	0.414788442	0.683727838	0.53450755	0.441102711	0.571665172	0.468424717	0.579442311	0.542347711	0.70985066	0.684639937	0.44272335	0.508324638	0.054455359	0.513561209	0.512429971	0.535230797	0.465078842	0.475483908	0.457865243	0.408958719	0.27392034	0.467229609	0.307577254	0.819506256	0.380095521	0.391586382	0.74031062	0.880482038	0.496979173	0.424830447	0.319010629	0.128315421	0.534378918	0.124825979	0.853503995	0.30956204	0.140006723	0.077225729	0.076544759	0.771489478	0.659660273	0.242602502	0.089489962	0.121418215	0.144607406	0.121145014	0.134514424	0.11011317	0.160097418	0.127302631	0.188436808	0.146307893	0.231895889	0.206984609	0.826747318	0.473201301	0.61249838	0.377944669	0.865367066	0.584794824	0.699062917	0.464681926	0.639895639	0.83443098	0.438741825	0.53962338	0.658191296	0.541647389	0.757959947	0.746133212	0.603422165	0.691491655	0.844880902	0.789130573	0.693223721	0.83390327	0.011607716	0.541358931	0.549582276	0.348401847	0.716059946	0.434213644	0.589328436	0.619212882	0.430393181	0.156660609	0.855551755	0.9061282	0.881045303	0.835875656	0.705673738	0.884295595	0.742036237	0.810144784	0.740331144	0.934972831	0.614316648	0.814823061	0.633378873	0.716600828	0.533098279	0.763392386	0.437314117	0.360259439	0.409950733	0.452616266	0.391180751	0.448854689	0.438118412	0.433774589	0.421233073	0.301628454	0.337655195	0.384229662	0.490928094	0.510994049	0.448378328	0.523492378	1
0.509233936	0.022880005	0.885181422	0.58312289	0.634413525	0.864699502	0.061447005	0.416709449	0.438244268	0.4983689	0.762571073	0.814828276	0.388375759	0.782780153	0.468682065	0.520573736	0.833344636	0.383974589	0.594813326	0.744346837	0.358514615	0.789933443	0.605966099	0.877429613	0.538121903	0.742978164	0.820505767	0.883572905	0.586690483	0.697992487	0.853002068	0.327464005	0.128621217	0.437429479	0.848652133	0.722319246	0.690653657	0.748678864	0.621674692	0.726767913	0.631929851	0.850525372	0.797736627	0.699995813	0.571857328	0.461455237	0.742638117	0.63330712	0.738973097	0.466012401	0.526583929	0.48072884	0.435535173	0.491692762	0.571954188	0.626774545	0.846373724	0.389054023	0.345451941	0.717958426	0.879306646	0.52518612	0.469654165	0.35480661	0.133483617	0.580422321	0.096322502	0.558661425	0.282233765	0.141426295	0.060696279	0.092117527	0.753722966	0.682619075	0.224608446	0.091112	0.131678859	0.152453419	0.121615866	0.10330187	0.09924738	0.154110952	0.127524371	0.182148341	0.155041899	0.167130754	0.170550537	0.445253063	0.273575298	0.423616633	0.470021954	0.509578691	0.641117645	0.716959516	0.464801998	0.48465936	0.847994727	0.371782662	0.402706249	0.45380807	0.356926255	0.77601932	0.436209711	0.530847868	0.657586379	0.814442403	0.71154951	0.63846141	0.839078272	0.015765973	0.604066802	0.572970281	0.287743314	0.729210507	0.365430655	0.50303532	0.503933429	0.32959266	0.14306195	0.486174936	0.904234916	0.900194095	0.807992459	0.638504203	0.700635914	0.620050907	0.834838216	0.628966759	0.898219977	0.617234351	0.827650171	0.605928124	0.596039054	0.431374174	0.79864828	0.438553407	0.370000445	0.389551207	0.426495152	0.395578154	0.451403694	0.453346196	0.472619969	0.414957793	0.276589604	0.35164054	0.357263777	0.461310314	0.479252545	0.47543053	0.508388026	0.987
0.599025496	0.023599872	0.854812894	0.783621382	0.846287393	0.866206359	0.065958105	0.43857318	0.523274953	0.568627541	0.772058027	0.744950986	0.465678101	0.875957527	0.472723291	0.384040729	0.818274652	0.277738886	0.554460654	0.73535672	0.394940952	0.794749808	0.642303906	0.869212845	0.589257604	0.676378122	0.827765103	0.867795498	0.646326201	0.70833814	0.829916583	0.477173189	0.121078712	0.476203022	0.793005804	0.640915966	0.625416957	0.741717033	0.526811432	0.678853011	0.607079815	0.767558219	0.708011657	0.63269529	0.53045621	0.055629361	0.65610167	0.537369583	0.693405968	0.506604317	0.546206194	0.565214582	0.706810499	0.342010114	0.360616007	0.425152422	0.857267794	0.751011438	0.711171345	0.813291615	0.860033219	0.126177708	0.367437451	0.297064157	0.091354082	0.293700342	0.044082568	0.795529822	0.36399631	0.179201483	0.121636628	0.108508066	0.856536177	0.697196965	0.321094985	0.128273449	0.11918795	0.160985436	0.1113753	0.134290613	0.091280005	0.162625909	0.135057251	0.226103472	0.175711399	0.273339053	0.223638226	0.820128285	0.462545879	0.447123947	0.454122267	0.869758636	0.665454248	0.684248767	0.087509729	0.529808536	0.771487717	0.562940797	0.377728626	0.374065117	0.143116355	0.837702745	0.069829683	0.61951523	0.663986833	0.73020203	0.723444889	0.576812923	0.850622087	0.029940451	0.651148524	0.595780979	0.328724964	0.68931549	0.495124965	0.653562229	0.597692236	0.358489355	0.213865288	0.522641168	0.886836515	0.877013132	0.827032834	0.683781563	0.867795427	0.499356331	0.793789492	0.752376562	0.926851737	0.695416123	0.805528026	0.60646223	0.638799632	0.545762361	0.814068231	0.422916506	0.240071726	0.318440867	0.348734032	0.191933036	0.349601413	0.338799714	0.225654462	0.299182708	0.143206898	0.285522735	0.261172914	0.299097647	0.371725172	0.371226165	0.41808535	1
0.576125741	0.015588619	0.851616126	0.739425237	0.825398161	0.865063101	0.058035594	0.419783801	0.520937797	0.518144058	0.743937226	0.778561506	0.499614305	0.834556152	0.425929271	0.340706588	0.844136301	0.495240771	0.629816307	0.775076632	0.475745026	0.825922713	0.733474524	0.828094696	0.647632604	0.768096862	0.774569621	0.878867924	0.635551313	0.740892552	0.845741667	0.590716616	0.200630536	0.168176233	0.873360354	0.799086755	0.816169788	0.811784636	0.648902713	0.783551605	0.707229074	0.915506003	0.803823501	0.862788576	0.708286111	0.488074353	0.830511887	0.820623925	0.904086777	0.732096799	0.766440711	0.762335037	0.702842046	0.693132818	0.729429983	0.823719296	0.847230812	0.750199493	0.06514136	0.767789212	0.870514	0.958135474	0.519317339	0.395454229	0.180532714	0.358371308	0.139591463	0.814891571	0.373456185	0.15267856	0.081207895	0.141019318	0.845312506	0.677096138	0.395354916	0.111803855	0.155692795	0.189650661	0.130660504	0.145832198	0.115998671	0.198162509	0.165755826	0.274823782	0.214567963	0.252061836	0.240193118	0.825029592	0.492024197	0.67210201	0.457611501	0.851719035	0.577047503	0.711774842	0.820001581	0.650182229	0.843047592	0.364810026	0.528845736	0.709906139	0.551790011	0.767643297	0.775862834	0.614506385	0.67494327	0.824537393	0.77152564	0.679535591	0.828828905	0.016420902	0.58677089	0.544975632	0.36302775	0.715168262	0.459501246	0.545564622	0.581296014	0.412743978	0.195707291	0.868189929	0.897589917	0.886206012	0.815620919	0.686235792	0.867910417	0.588463681	0.830640501	0.658348312	0.914843717	0.636925918	0.81794388	0.621692081	0.513595539	0.42909858	0.677665191	0.351331885	0.230750313	0.300746822	0.335892576	0.234799797	0.367208019	0.297152193	0.1760386	0.292499863	0.128697199	0.26627381	0.258141252	0.34761904	0.350923308	0.359604889	0.363567487	0
0.524173347	0.018615028	0.881843761	0.792087766	0.85084092	0.866427345	0.061509066	0.332141577	0.495275019	0.531709174	0.710710902	0.716382697	0.492956817	0.813555502	0.392870003	0.320316877	0.818389168	0.308164137	0.496229021	0.676799016	0.357855775	0.796865071	0.58860289	0.858425767	0.548825743	0.712699179	0.804107943	0.861353279	0.616385437	0.692168013	0.88256399	0.509877898	0.192130146	0.103071919	0.889406225	0.8221856	0.862445001	0.823303641	0.753043172	0.809445168	0.703849626	0.933621423	0.849290532	0.910696136	0.64972616	0.469584373	0.885962402	0.778021044	0.930190718	0.72660455	0.850330956	0.753157041	0.639774323	0.648077154	0.655518267	0.833884008	0.855028504	0.763978586	0.406632856	0.735857503	0.864416788	0.48789429	0.516188575	0.397566102	0.129513959	0.267872492	0.115290509	0.833193884	0.347861353	0.11264458	0.054285248	0.072830247	0.866124426	0.658506685	0.324156396	0.078644113	0.13995334	0.177973345	0.17036896	0.09160351	0.066785473	0.124656472	0.116008497	0.148293687	0.116246098	0.11365727	0.116800373	0.840210113	0.512054987	0.583307691	0.433939048	0.895186962	0.603225107	0.637759123	0.461568588	0.656410797	0.789534622	0.492256169	0.504228017	0.66504588	0.535067756	0.723529681	0.729186676	0.639245129	0.656287901	0.754371897	0.752037	0.630781831	0.468892746	0.018717928	0.604540803	0.588603202	0.25990509	0.726427885	0.395873175	0.571188706	0.596962219	0.334437859	0.1604084	0.077936138	0.539897408	0.500680726	0.815731031	0.663557335	0.906366716	0.588067553	0.803007339	0.729228697	0.915267857	0.653570177	0.834353074	0.615258167	0.531008987	0.450984526	0.775346394	0.354356451	0.2156299	0.217767937	0.316858071	0.206929564	0.329595096	0.274550896	0.192451261	0.271667092	0.152788827	0.209107994	0.235666463	0.263059262	0.31504239	0.27959033	0.308456028	0
0.552126321	0.021263883	0.874667924	0.72042888	0.813309263	0.855517826	0.057954439	0.443315478	0.505199122	0.559541879	0.717578328	0.754984292	0.529931586	0.831948689	0.403333769	0.380922009	0.820367961	0.410678094	0.57032567	0.73818055	0.431009039	0.805544491	0.65425895	0.847638055	0.616628241	0.706059766	0.829149158	0.873216728	0.659149479	0.736944647	0.84861024	0.546102375	0.202597078	0.141238615	0.823652416	0.651702497	0.659771646	0.724765649	0.528768296	0.673354575	0.598053235	0.821461526	0.696525111	0.654337586	0.473767685	0.056223064	0.684721961	0.568013415	0.698902276	0.481266147	0.611515321	0.538753975	0.436655515	0.35570171	0.50505081	0.697931613	0.87701209	0.746834931	0.72668165	0.797004765	0.898857818	0.1005979	0.345716606	0.252296863	0.095618473	0.536865729	0.068402642	0.844754243	0.364892298	0.147599247	0.077703158	0.098297995	0.874054968	0.66136998	0.293047625	0.072696581	0.227863866	0.243778033	0.17236161	0.102690428	0.080085351	0.125503838	0.116219698	0.189687918	0.133077404	0.157079826	0.155839685	0.811214894	0.462636666	0.661627418	0.471200291	0.858684141	0.565787858	0.66240873	0.356696952	0.626096725	0.843600123	0.158818763	0.499428893	0.675277492	0.559242229	0.759619293	0.757417422	0.629090464	0.655607237	0.850200681	0.794526849	0.686025713	0.8381879	0.015643105	0.617277511	0.574930319	0.34066919	0.725007235	0.431740153	0.576945165	0.613250016	0.400569045	0.166103511	0.503783871	0.913107098	0.927686448	0.815959007	0.662433513	0.888072485	0.625753264	0.826097366	0.786453731	0.94505315	0.6736969	0.843933326	0.629388909	0.593448667	0.592871104	0.81574179	0.41393109	0.326162485	0.373024055	0.403125689	0.357904089	0.390423153	0.405914747	0.37369463	0.411944269	0.272258867	0.320051308	0.320602469	0.420348407	0.450707633	0.443213552	0.483252912	0
0.558155127	0.026348459	0.873696307	0.700718105	0.831781437	0.879797824	0.059022219	0.270891558	0.443580726	0.532146282	0.760935002	0.765675976	0.531155625	0.827294303	0.461763931	0.342529392	0.802218289	0.278683628	0.426086998	0.659067929	0.386283259	0.81850307	0.614114664	0.867003226	0.595294882	0.706106475	0.825162914	0.883115548	0.627457021	0.713992034	0.855579538	0.465693155	0.160307001	0.117838507	0.893323703	0.818127027	0.816993561	0.814023079	0.745327666	0.832738503	0.70531069	0.949384498	0.833376715	0.926314863	0.701013727	0.053263007	0.857489229	0.765170574	0.910191668	0.637427099	0.797640698	0.760101549	0.581227715	0.459748294	0.638589663	0.741463665	0.854239412	0.751549528	0.064184996	0.684819764	0.864947205	0.957991117	0.420967602	0.313813701	0.123520963	0.333551853	0.103839909	0.816689133	0.300086168	0.147363175	0.087139779	0.086893062	0.850271626	0.681055852	0.270448005	0.085946024	0.107429577	0.13220194	0.105364633	0.117385699	0.091065858	0.211226915	0.117061832	0.187691297	0.155803752	0.277055838	0.255363566	0.821975179	0.348819429	0.41235877	0.415891572	0.880596743	0.544638183	0.62776712	0.832620654	0.625479645	0.843884284	0.293097013	0.449649542	0.64297916	0.561084134	0.768792914	0.738287417	0.595241342	0.647133879	0.81063257	0.770191892	0.622293967	0.846109027	0.012963552	0.592305687	0.575329897	0.265088928	0.700772578	0.401328741	0.553159952	0.582267862	0.338865374	0.149395527	0.499700305	0.544480643	0.483756813	0.807352805	0.619714416	0.870638864	0.488123225	0.861342513	0.616905387	0.855464089	0.567207074	0.838888767	0.611329115	0.514349182	0.355932706	0.729102148	0.41793914	0.343347399	0.351189823	0.40685774	0.348984933	0.37703328	0.381367743	0.405456054	0.380445195	0.232655895	0.304360316	0.339163416	0.430256843	0.440931689	0.411688869	0.451514709	0
0.5397065	0.026227585	0.848986474	0.736763761	0.83095817	0.855170868	0.062074988	0.385215593	0.500838629	0.46978117	0.737956277	0.796821623	0.585908674	0.837972873	0.519330657	0.443443737	0.844051519	0.539047696	0.620362909	0.7651164	0.504686118	0.802230407	0.662425898	0.864280116	0.715985745	0.843184611	0.827010011	0.877447	0.669393214	0.735978806	0.831241963	0.450143601	0.117669309	0.46717572	0.724985975	0.552751557	0.491455952	0.557591527	0.404032793	0.545726975	0.515389251	0.644707546	0.608906561	0.467830238	0.377874019	0.062654582	0.506782277	0.421434203	0.504713031	0.356892706	0.453248944	0.390564398	0.309157312	0.280674125	0.35942923	0.464141213	0.892444213	0.419038939	0.752015817	0.728318215	0.878572828	0.130604578	0.36103697	0.284675579	0.077094867	0.501260984	0.090645996	0.842182915	0.339706832	0.155841297	0.062998236	0.095864836	0.839006096	0.694207246	0.317648818	0.091522228	0.236679982	0.240554241	0.17880859	0.0862021	0.068809478	0.15050017	0.141840906	0.262116088	0.124652765	0.211953809	0.166937549	0.825621645	0.581629772	0.705991183	0.452766183	0.857843417	0.556137046	0.676245072	0.321162546	0.6576723	0.824968267	0.465679821	0.629595846	0.694195154	0.531314293	0.74424772	0.761629429	0.625407648	0.668888597	0.893395256	0.786443137	0.741763832	0.850294196	0.023761891	0.621272541	0.549834933	0.363869736	0.71572884	0.534586888	0.594900386	0.62777602	0.475556733	0.213603144	0.84921988	0.893714322	0.869861135	0.846134536	0.719201427	0.888535486	0.449174103	0.803751772	0.696758819	0.856331308	0.617220909	0.847426867	0.606193472	0.727610569	0.592844904	0.852652517	0.384418827	0.329491915	0.336288519	0.40543248	0.393118524	0.429031424	0.39976897	0.298898346	0.378118463	0.265970878	0.312004289	0.323634704	0.406223787	0.433937336	0.429957437	0.504922755	1
